edge_min,prob_min,ev_min,n_bets,n_wins,staked,pnl,roi,win_rate
0.03,0.16,0.1,557,92,557,-16.49,-2.96,16.5
0.015,0.18,0,572,103,572,-17.06,-2.98,18
0.075,0.19,0.15,406,66,406,-12.09,-2.98,16.3
0.08,0.16,0,416,68,416,-12.44,-2.99,16.3
0.08,0.16,0.05,416,68,416,-12.44,-2.99,16.3
0.08,0.16,0.1,416,68,416,-12.44,-2.99,16.3
0.02,0.15,0,606,103,606,-18.22,-3.01,17
0.065,0.18,0.2,426,69,426,-12.82,-3.01,16.2
0.015,0.19,0.05,548,97,548,-16.57,-3.02,17.7
0.04,0.18,0.15,492,81,492,-14.89,-3.03,16.5
0.06,0.18,0.1,456,76,456,-13.84,-3.04,16.7
0.07,0.14,0.15,456,71,456,-13.89,-3.05,15.6
0.03,0.16,0,568,96,568,-17.37,-3.06,16.9
0.035,0.19,0.15,484,80,484,-14.79,-3.06,16.5
0.07,0.17,0.2,427,68,427,-13.07,-3.06,15.9
0.09,0.17,0,386,64,386,-11.83,-3.06,16.6
0.09,0.17,0.05,386,64,386,-11.83,-3.06,16.6
0.09,0.17,0.1,386,64,386,-11.83,-3.06,16.6
0.02,0.15,0.1,584,96,584,-17.94,-3.07,16.4
0.03,0.16,0.05,566,95,566,-17.37,-3.07,16.8
0.09,0.14,0,401,65,401,-12.33,-3.07,16.2
0.09,0.14,0.05,401,65,401,-12.33,-3.07,16.2
0.09,0.14,0.1,401,65,401,-12.33,-3.07,16.2
0.045,0.18,0.1,503,85,503,-15.64,-3.11,16.9
0.07,0.17,0,437,72,437,-13.59,-3.11,16.5
0.07,0.17,0.05,437,72,437,-13.59,-3.11,16.5
0.07,0.17,0.1,437,72,437,-13.59,-3.11,16.5
0.095,0.17,0.15,373,60,373,-11.69,-3.13,16.1
0.015,0.18,0.05,563,99,563,-17.67,-3.14,17.6
0.02,0.18,0.05,552,97,552,-17.32,-3.14,17.6
0.025,0.16,0.1,563,93,563,-17.69,-3.14,16.5
0.085,0.18,0.15,386,63,386,-12.14,-3.15,16.3
0.08,0.16,0.2,407,64,407,-12.92,-3.17,15.7
0.01,0.19,0.05,549,97,549,-17.57,-3.2,17.7
0.045,0.17,0.1,514,86,514,-16.44,-3.2,16.7
0.095,0.16,0,378,62,378,-12.13,-3.21,16.4
0.095,0.16,0.05,378,62,378,-12.13,-3.21,16.4
0.095,0.16,0.1,378,62,378,-12.13,-3.21,16.4
0.04,0.19,0.1,500,85,500,-16.14,-3.23,17
0.01,0.17,0.1,549,93,549,-17.84,-3.25,16.9
0.015,0.17,0.1,549,93,549,-17.84,-3.25,16.9
0.06,0.18,0,457,76,457,-14.84,-3.25,16.6
0.06,0.18,0.05,457,76,457,-14.84,-3.25,16.6
0.01,0.19,0.15,485,80,485,-15.79,-3.26,16.5
0.015,0.19,0.15,485,80,485,-15.79,-3.26,16.5
0.02,0.19,0.15,485,80,485,-15.79,-3.26,16.5
0.025,0.16,0,578,98,578,-18.87,-3.26,17
0.025,0.19,0.15,485,80,485,-15.79,-3.26,16.5
0.03,0.19,0.15,485,80,485,-15.79,-3.26,16.5
0.025,0.16,0.05,576,97,576,-18.87,-3.28,16.8
0.01,0.18,0.05,564,99,564,-18.67,-3.31,17.6
0.04,0.17,0.15,504,82,504,-16.69,-3.31,16.3
0.085,0.15,0.2,399,63,399,-13.32,-3.34,15.8
0.075,0.15,0,441,71,441,-14.79,-3.35,16.1
0.075,0.15,0.05,441,71,441,-14.79,-3.35,16.1
0.075,0.15,0.1,441,71,441,-14.79,-3.35,16.1
0.04,0.19,0.05,506,87,506,-17,-3.36,17.2
0.01,0.13,0.05,684,110,684,-23.17,-3.39,16.1
0.1,0.14,0.15,368,58,368,-12.57,-3.42,15.8
0.1,0.14,0.2,368,58,368,-12.57,-3.42,15.8
0.035,0.12,0.2,571,86,571,-19.57,-3.43,15.1
0.055,0.13,0.15,525,82,525,-17.99,-3.43,15.6
0.035,0.13,0.15,578,88,578,-19.89,-3.44,15.2
0.045,0.13,0.15,556,86,556,-19.19,-3.45,15.5
0.02,0.18,0,556,98,556,-19.32,-3.47,17.6
0.09,0.14,0.15,398,63,398,-13.89,-3.49,15.8
0.03,0.15,0.15,540,85,540,-18.89,-3.5,15.7
0.09,0.17,0.15,383,62,383,-13.39,-3.5,16.2
0.065,0.14,0.15,468,73,468,-16.44,-3.51,15.6
0.04,0.14,0.15,544,85,544,-19.19,-3.53,15.6
0.075,0.15,0.2,432,67,432,-15.27,-3.53,15.5
0.04,0.19,0,507,87,507,-18,-3.55,17.2
0.02,0.18,0.1,534,91,534,-19.04,-3.57,17
0.04,0.15,0.1,547,89,547,-19.54,-3.57,16.3
0.06,0.13,0.15,501,77,501,-17.94,-3.58,15.4
0.095,0.17,0.2,372,59,372,-13.37,-3.59,15.9
0.045,0.12,0.2,550,84,550,-19.87,-3.61,15.3
0.065,0.17,0.15,442,71,442,-15.94,-3.61,16.1
0.085,0.15,0.15,403,64,403,-14.64,-3.63,15.9
0.04,0.13,0.15,568,87,568,-20.69,-3.64,15.3
0.07,0.18,0.2,419,67,419,-15.27,-3.64,16
0.015,0.15,0,629,108,629,-22.96,-3.65,17.2
0.095,0.16,0.15,375,60,375,-13.69,-3.65,16
0.07,0.18,0,429,71,429,-15.79,-3.68,16.6
0.07,0.18,0.05,429,71,429,-15.79,-3.68,16.6
0.07,0.18,0.1,429,71,429,-15.79,-3.68,16.6
0.04,0.15,0.05,553,91,553,-20.4,-3.69,16.5
0.025,0.19,0.1,521,89,521,-19.29,-3.7,17.1
0.08,0.16,0.15,412,65,412,-15.24,-3.7,15.8
0.08,0.18,0,404,67,404,-14.94,-3.7,16.6
0.08,0.18,0.05,404,67,404,-14.94,-3.7,16.6
0.08,0.18,0.1,404,67,404,-14.94,-3.7,16.6
0.065,0.14,0.1,476,76,476,-17.64,-3.71,16
0.015,0.17,0,587,104,587,-21.86,-3.72,17.7
0.02,0.17,0.05,566,98,566,-21.12,-3.73,17.3
0.02,0.14,0.05,621,103,621,-23.22,-3.74,16.6
0.1,0.13,0,374,60,374,-14.01,-3.75,16
0.1,0.13,0.05,374,60,374,-14.01,-3.75,16
0.1,0.13,0.1,374,60,374,-14.01,-3.75,16
0.07,0.17,0.15,433,69,433,-16.39,-3.79,15.9
0.015,0.15,0.05,620,104,620,-23.57,-3.8,16.8
0.04,0.12,0.2,562,85,562,-21.37,-3.8,15.1
0.035,0.18,0.15,496,81,496,-18.89,-3.81,16.3
0.065,0.17,0.1,450,74,450,-17.14,-3.81,16.4
0.025,0.19,0,536,94,536,-20.47,-3.82,17.5
0.025,0.19,0.05,534,93,534,-20.47,-3.83,17.4
0.04,0.15,0,554,91,554,-21.4,-3.86,16.4
0.085,0.17,0,396,66,396,-15.34,-3.87,16.7
0.085,0.17,0.05,396,66,396,-15.34,-3.87,16.7
0.085,0.17,0.1,396,66,396,-15.34,-3.87,16.7
0.015,0.17,0.05,578,100,578,-22.47,-3.89,17.3
0.03,0.19,0.1,517,88,517,-20.09,-3.89,17
0.08,0.18,0.2,395,63,395,-15.42,-3.9,15.9
0.065,0.14,0,477,76,477,-18.64,-3.91,15.9
0.065,0.14,0.05,477,76,477,-18.64,-3.91,15.9
0.06,0.12,0.2,500,76,500,-19.62,-3.92,15.2
0.09,0.14,0.2,397,62,397,-15.57,-3.92,15.6
0.035,0.19,0,519,90,519,-20.42,-3.93,17.3
0.035,0.19,0.05,517,89,517,-20.42,-3.95,17.2
0.04,0.18,0.1,512,86,512,-20.24,-3.95,16.8
0.06,0.13,0.1,510,80,510,-20.14,-3.95,15.7
0.09,0.17,0.2,382,61,382,-15.07,-3.95,16
0.03,0.19,0,528,92,528,-20.97,-3.97,17.4
0.05,0.12,0.15,559,86,559,-22.19,-3.97,15.4
0.055,0.12,0.2,521,80,521,-20.67,-3.97,15.4
0.03,0.19,0.05,526,91,526,-20.97,-3.99,17.3
0.01,0.18,0.15,497,81,497,-19.89,-4,16.3
0.015,0.18,0.15,497,81,497,-19.89,-4,16.3
0.02,0.18,0.15,497,81,497,-19.89,-4,16.3
0.025,0.18,0.15,497,81,497,-19.89,-4,16.3
0.03,0.18,0.15,497,81,497,-19.89,-4,16.3
0.065,0.17,0,451,74,451,-18.14,-4.02,16.4
0.065,0.17,0.05,451,74,451,-18.14,-4.02,16.4
0.025,0.15,0.15,543,85,543,-21.89,-4.03,15.7
0.055,0.13,0,538,86,538,-21.69,-4.03,16
0.055,0.13,0.05,538,86,538,-21.69,-4.03,16
0.075,0.15,0.15,437,68,437,-17.59,-4.03,15.6
0.02,0.14,0,625,104,625,-25.22,-4.04,16.6
0.01,0.17,0.05,579,100,579,-23.47,-4.05,17.3
0.03,0.15,0.1,572,93,572,-23.19,-4.05,16.3
0.02,0.17,0,570,99,570,-23.12,-4.06,17.4
0.04,0.18,0.05,518,88,518,-21.1,-4.07,17
0.01,0.14,0.1,609,98,609,-24.94,-4.1,16.1
0.015,0.14,0.1,609,98,609,-24.94,-4.1,16.1
0.095,0.16,0.2,374,59,374,-15.37,-4.11,15.8
0.03,0.15,0,583,97,583,-24.07,-4.13,16.6
0.01,0.13,0,702,115,702,-29.1,-4.14,16.4
0.01,0.19,0,567,102,567,-23.5,-4.14,18
0.02,0.14,0.1,603,97,603,-24.94,-4.14,16.1
0.03,0.15,0.05,581,96,581,-24.07,-4.14,16.5
0.055,0.13,0.1,536,85,536,-22.19,-4.14,15.9
0.06,0.13,0,511,80,511,-21.14,-4.14,15.7
0.06,0.13,0.05,511,80,511,-21.14,-4.14,15.7
0.075,0.18,0,418,69,418,-17.29,-4.14,16.5
0.075,0.18,0.05,418,69,418,-17.29,-4.14,16.5
0.075,0.18,0.1,418,69,418,-17.29,-4.14,16.5
0.035,0.15,0.15,535,84,535,-22.19,-4.15,15.7
0.035,0.13,0,613,98,613,-25.52,-4.16,16
0.02,0.17,0.1,548,92,548,-22.84,-4.17,16.8
0.035,0.13,0.05,611,97,611,-25.52,-4.18,15.9
0.065,0.18,0.15,434,70,434,-18.14,-4.18,16.1
0.04,0.17,0.1,524,87,524,-22.04,-4.21,16.6
0.035,0.19,0.1,510,86,510,-21.54,-4.22,16.9
0.01,0.18,0,582,104,582,-24.6,-4.23,17.9
0.035,0.17,0.15,509,82,509,-21.69,-4.26,16.1
0.04,0.18,0,519,88,519,-22.1,-4.26,17
0.045,0.13,0,577,92,577,-24.8,-4.3,15.9
0.045,0.13,0.05,577,92,577,-24.8,-4.3,15.9
0.04,0.17,0.05,530,89,530,-22.9,-4.32,16.8
0.085,0.14,0,413,67,413,-17.84,-4.32,16.2
0.085,0.14,0.05,413,67,413,-17.84,-4.32,16.2
0.085,0.14,0.1,413,67,413,-17.84,-4.32,16.2
0.075,0.18,0.2,409,65,409,-17.77,-4.34,15.9
0.085,0.17,0.2,388,62,388,-16.82,-4.34,16
0.04,0.14,0.1,564,90,564,-24.54,-4.35,16
0.07,0.18,0.15,425,68,425,-18.59,-4.37,16
0.01,0.15,0.15,545,85,545,-23.89,-4.38,15.6
0.015,0.15,0.15,545,85,545,-23.89,-4.38,15.6
0.02,0.15,0.15,545,85,545,-23.89,-4.38,15.6
0.065,0.18,0.1,442,73,442,-19.34,-4.38,16.5
0.02,0.12,0.05,680,108,680,-29.82,-4.39,15.9
0.025,0.15,0.1,579,94,579,-25.39,-4.39,16.2
0.025,0.18,0.1,533,90,533,-23.39,-4.39,16.9
0.035,0.13,0.1,604,94,604,-26.64,-4.41,15.6
0.04,0.13,0.1,588,92,588,-26.04,-4.43,15.6
0.08,0.18,0.15,400,64,400,-17.74,-4.43,16
0.1,0.13,0.15,372,58,372,-16.57,-4.45,15.6
0.1,0.13,0.2,372,58,372,-16.57,-4.45,15.6
0.03,0.14,0.15,558,86,558,-24.89,-4.46,15.4
0.04,0.14,0.05,570,92,570,-25.4,-4.46,16.1
0.025,0.15,0,594,99,594,-26.57,-4.47,16.7
0.07,0.13,0.2,460,70,460,-20.57,-4.47,15.2
0.095,0.15,0,383,62,383,-17.13,-4.47,16.2
0.095,0.15,0.05,383,62,383,-17.13,-4.47,16.2
0.095,0.15,0.1,383,62,383,-17.13,-4.47,16.2
0.025,0.18,0,548,95,548,-24.57,-4.48,17.3
0.025,0.15,0.05,592,98,592,-26.57,-4.49,16.6
0.07,0.13,0,470,74,470,-21.09,-4.49,15.7
0.07,0.13,0.05,470,74,470,-21.09,-4.49,15.7
0.07,0.13,0.1,470,74,470,-21.09,-4.49,15.7
0.025,0.18,0.05,546,94,546,-24.57,-4.5,17.2
0.04,0.17,0,531,89,531,-23.9,-4.5,16.8
0.09,0.13,0,407,65,407,-18.33,-4.5,16
0.09,0.13,0.05,407,65,407,-18.33,-4.5,16
0.09,0.13,0.1,407,65,407,-18.33,-4.5,16
0.1,0.12,0,377,60,377,-17.01,-4.51,15.9
0.1,0.12,0.05,377,60,377,-17.01,-4.51,15.9
0.1,0.12,0.1,377,60,377,-17.01,-4.51,15.9
0.04,0.13,0.05,594,94,594,-26.9,-4.53,15.8
0.045,0.13,0.1,573,90,573,-25.94,-4.53,15.7
0.03,0.18,0.1,529,89,529,-24.19,-4.57,16.8
0.065,0.18,0,443,73,443,-20.34,-4.59,16.5
0.065,0.18,0.05,443,73,443,-20.34,-4.59,16.5
0.035,0.18,0,531,91,531,-24.52,-4.62,17.1
0.04,0.14,0,571,92,571,-26.4,-4.62,16.1
0.085,0.17,0.15,392,63,392,-18.14,-4.63,16.1
0.01,0.17,0.15,511,82,511,-23.69,-4.64,16
0.015,0.17,0.15,511,82,511,-23.69,-4.64,16
0.02,0.17,0.15,511,82,511,-23.69,-4.64,16
0.025,0.17,0.15,511,82,511,-23.69,-4.64,16
0.03,0.17,0.15,511,82,511,-23.69,-4.64,16
0.03,0.18,0,540,93,540,-25.07,-4.64,17.2
0.035,0.18,0.05,529,90,529,-24.52,-4.64,17
0.02,0.12,0,684,109,684,-31.82,-4.65,15.9
0.03,0.18,0.05,538,92,538,-25.07,-4.66,17.1
0.04,0.13,0,595,94,595,-27.9,-4.69,15.8
0.05,0.12,0,573,90,573,-26.89,-4.69,15.7
0.05,0.12,0.05,573,90,573,-26.89,-4.69,15.7
0.065,0.13,0.2,471,72,471,-22.12,-4.7,15.3
0.01,0.15,0.05,626,104,626,-29.57,-4.72,16.6
0.02,0.12,0.1,662,102,662,-31.54,-4.76,15.4
0.1,0.11,0,378,60,378,-18.01,-4.76,15.9
0.1,0.11,0.05,378,60,378,-18.01,-4.76,15.9
0.1,0.11,0.1,378,60,378,-18.01,-4.76,15.9
0.015,0.14,0,649,109,649,-30.96,-4.77,16.8
0.085,0.14,0.2,405,63,405,-19.32,-4.77,15.6
0.03,0.12,0.15,605,90,605,-28.99,-4.79,14.9
0.025,0.12,0.15,615,91,615,-29.49,-4.8,14.8
0.05,0.12,0.1,571,89,571,-27.39,-4.8,15.6
0.08,0.15,0,424,68,424,-20.44,-4.82,16
0.08,0.15,0.05,424,68,424,-20.44,-4.82,16
0.08,0.15,0.1,424,68,424,-20.44,-4.82,16
0.075,0.18,0.15,414,66,414,-20.09,-4.85,15.9
0.075,0.14,0,448,71,448,-21.79,-4.86,15.8
0.075,0.14,0.05,448,71,448,-21.79,-4.86,15.8
0.075,0.14,0.1,448,71,448,-21.79,-4.86,15.8
0.035,0.15,0,570,94,570,-27.82,-4.88,16.5
0.035,0.15,0.05,568,93,568,-27.82,-4.9,16.4
0.035,0.18,0.1,522,87,522,-25.64,-4.91,16.7
0.01,0.17,0,597,105,597,-29.4,-4.92,17.6
0.09,0.13,0.15,404,63,404,-19.89,-4.92,15.6
0.095,0.15,0.15,380,60,380,-18.69,-4.92,15.8
0.015,0.14,0.05,640,105,640,-31.57,-4.93,16.4
0.03,0.14,0.1,590,94,590,-29.19,-4.95,15.9
0.025,0.17,0.1,547,91,547,-27.19,-4.97,16.6
0.05,0.11,0.2,558,84,558,-27.87,-4.99,15.1
0.03,0.14,0,601,98,601,-30.07,-5,16.3
0.015,0.12,0.1,670,103,670,-33.54,-5.01,15.4
0.03,0.14,0.05,599,97,599,-30.07,-5.02,16.2
0.035,0.17,0,544,92,544,-27.32,-5.02,16.9
0.1,0.03,0,379,60,379,-19.01,-5.02,15.8
0.1,0.03,0.05,379,60,379,-19.01,-5.02,15.8
0.1,0.03,0.1,379,60,379,-19.01,-5.02,15.8
0.1,0.04,0,379,60,379,-19.01,-5.02,15.8
0.1,0.04,0.05,379,60,379,-19.01,-5.02,15.8
0.1,0.04,0.1,379,60,379,-19.01,-5.02,15.8
0.1,0.05,0,379,60,379,-19.01,-5.02,15.8
0.1,0.05,0.05,379,60,379,-19.01,-5.02,15.8
0.1,0.05,0.1,379,60,379,-19.01,-5.02,15.8
0.1,0.06,0,379,60,379,-19.01,-5.02,15.8
0.1,0.06,0.05,379,60,379,-19.01,-5.02,15.8
0.1,0.06,0.1,379,60,379,-19.01,-5.02,15.8
0.1,0.07,0,379,60,379,-19.01,-5.02,15.8
0.1,0.07,0.05,379,60,379,-19.01,-5.02,15.8
0.1,0.07,0.1,379,60,379,-19.01,-5.02,15.8
0.1,0.08,0,379,60,379,-19.01,-5.02,15.8
0.1,0.08,0.05,379,60,379,-19.01,-5.02,15.8
0.1,0.08,0.1,379,60,379,-19.01,-5.02,15.8
0.1,0.09,0,379,60,379,-19.01,-5.02,15.8
0.1,0.09,0.05,379,60,379,-19.01,-5.02,15.8
0.1,0.09,0.1,379,60,379,-19.01,-5.02,15.8
0.1,0.1,0,379,60,379,-19.01,-5.02,15.8
0.1,0.1,0.05,379,60,379,-19.01,-5.02,15.8
0.1,0.1,0.1,379,60,379,-19.01,-5.02,15.8
0.035,0.17,0.05,542,91,542,-27.32,-5.04,16.8
0.08,0.15,0.2,415,64,415,-20.92,-5.04,15.4
0.025,0.17,0,562,96,562,-28.37,-5.05,17.1
0.085,0.14,0.15,409,64,409,-20.64,-5.05,15.6
0.025,0.12,0.1,651,100,651,-32.99,-5.07,15.4
0.025,0.17,0.05,560,95,560,-28.37,-5.07,17
0.075,0.14,0.2,439,67,439,-22.27,-5.07,15.3
0.035,0.14,0.15,553,85,553,-28.19,-5.1,15.4
0.025,0.11,0.2,610,89,610,-31.17,-5.11,14.6
0.08,0.17,0,410,67,410,-20.94,-5.11,16.3
0.08,0.17,0.05,410,67,410,-20.94,-5.11,16.3
0.08,0.17,0.1,410,67,410,-20.94,-5.11,16.3
0.025,0.12,0,666,105,666,-34.17,-5.13,15.8
0.07,0.13,0.15,466,71,466,-23.89,-5.13,15.2
0.025,0.14,0.15,562,86,562,-28.89,-5.14,15.3
0.025,0.12,0.05,664,104,664,-34.17,-5.15,15.7
0.03,0.17,0.1,543,90,543,-27.99,-5.15,16.6
0.035,0.15,0.1,561,90,561,-28.94,-5.16,16
0.09,0.12,0,410,65,410,-21.33,-5.2,15.9
0.09,0.12,0.05,410,65,410,-21.33,-5.2,15.9
0.09,0.12,0.1,410,65,410,-21.33,-5.2,15.9
0.03,0.17,0,554,94,554,-28.87,-5.21,17
0.1,0.12,0.15,375,58,375,-19.57,-5.22,15.5
0.1,0.12,0.2,375,58,375,-19.57,-5.22,15.5
0.03,0.12,0.1,637,98,637,-33.29,-5.23,15.4
0.03,0.17,0.05,552,93,552,-28.87,-5.23,16.8
0.055,0.12,0.15,535,82,535,-27.99,-5.23,15.3
0.03,0.12,0,648,102,648,-34.17,-5.27,15.7
0.06,0.12,0.15,510,77,510,-26.94,-5.28,15.1
0.03,0.12,0.05,646,101,646,-34.17,-5.29,15.6
0.035,0.17,0.1,535,88,535,-28.44,-5.32,16.4
0.08,0.17,0.2,401,63,401,-21.42,-5.34,15.7
0.09,0.13,0.2,403,62,403,-21.57,-5.35,15.4
0.095,0.15,0.2,379,59,379,-20.37,-5.37,15.6
0.01,0.11,0.2,612,89,612,-33.17,-5.42,14.5
0.015,0.11,0.2,612,89,612,-33.17,-5.42,14.5
0.02,0.11,0.2,612,89,612,-33.17,-5.42,14.5
0.025,0.14,0.1,598,95,598,-32.39,-5.42,15.9
0.01,0.12,0.1,673,103,673,-36.54,-5.43,15.3
0.03,0.11,0.2,602,88,602,-32.67,-5.43,14.6
0.1,0.11,0.15,376,58,376,-20.57,-5.47,15.4
0.1,0.11,0.2,376,58,376,-20.57,-5.47,15.4
0.01,0.14,0.15,564,86,564,-30.89,-5.48,15.2
0.015,0.14,0.15,564,86,564,-30.89,-5.48,15.2
0.02,0.14,0.15,564,86,564,-30.89,-5.48,15.2
0.025,0.14,0,613,100,613,-33.57,-5.48,16.3
0.025,0.14,0.05,611,99,611,-33.57,-5.49,16.2
0.01,0.15,0,644,109,644,-35.5,-5.51,16.9
0.08,0.15,0.15,420,65,420,-23.24,-5.53,15.5
0.075,0.14,0.15,444,68,444,-24.59,-5.54,15.3
0.015,0.12,0,710,114,710,-39.56,-5.57,16.1
0.06,0.12,0.1,519,80,519,-29.14,-5.61,15.4
0.09,0.12,0.15,407,63,407,-22.89,-5.62,15.5
0.07,0.12,0,476,74,476,-27.09,-5.69,15.5
0.07,0.12,0.05,476,74,476,-27.09,-5.69,15.5
0.07,0.12,0.1,476,74,476,-27.09,-5.69,15.5
0.085,0.13,0,419,67,419,-23.84,-5.69,16
0.085,0.13,0.05,419,67,419,-23.84,-5.69,16
0.085,0.13,0.1,419,67,419,-23.84,-5.69,16
0.07,0.12,0.2,466,70,466,-26.57,-5.7,15
0.095,0.14,0,388,62,388,-22.13,-5.7,16
0.095,0.14,0.05,388,62,388,-22.13,-5.7,16
0.095,0.14,0.1,388,62,388,-22.13,-5.7,16
0.075,0.17,0,425,69,425,-24.29,-5.72,16.2
0.075,0.17,0.05,425,69,425,-24.29,-5.72,16.2
0.075,0.17,0.1,425,69,425,-24.29,-5.72,16.2
0.1,0.03,0.15,377,58,377,-21.57,-5.72,15.4
0.1,0.03,0.2,377,58,377,-21.57,-5.72,15.4
0.1,0.04,0.15,377,58,377,-21.57,-5.72,15.4
0.1,0.04,0.2,377,58,377,-21.57,-5.72,15.4
0.1,0.05,0.15,377,58,377,-21.57,-5.72,15.4
0.1,0.05,0.2,377,58,377,-21.57,-5.72,15.4
0.1,0.06,0.15,377,58,377,-21.57,-5.72,15.4
0.1,0.06,0.2,377,58,377,-21.57,-5.72,15.4
0.1,0.07,0.15,377,58,377,-21.57,-5.72,15.4
0.1,0.07,0.2,377,58,377,-21.57,-5.72,15.4
0.1,0.08,0.15,377,58,377,-21.57,-5.72,15.4
0.1,0.08,0.2,377,58,377,-21.57,-5.72,15.4
0.1,0.09,0.15,377,58,377,-21.57,-5.72,15.4
0.1,0.09,0.2,377,58,377,-21.57,-5.72,15.4
0.1,0.1,0.15,377,58,377,-21.57,-5.72,15.4
0.1,0.1,0.2,377,58,377,-21.57,-5.72,15.4
0.015,0.12,0.05,701,110,701,-40.17,-5.73,15.7
0.065,0.13,0.15,479,73,479,-27.44,-5.73,15.2
0.035,0.14,0,588,95,588,-33.82,-5.75,16.2
0.035,0.14,0.05,586,94,586,-33.82,-5.77,16
0.055,0.12,0,548,86,548,-31.69,-5.78,15.7
0.055,0.12,0.05,548,86,548,-31.69,-5.78,15.7
0.06,0.12,0,520,80,520,-30.14,-5.8,15.4
0.06,0.12,0.05,520,80,520,-30.14,-5.8,15.4
0.01,0.14,0.05,646,105,646,-37.57,-5.82,16.3
0.045,0.12,0.15,570,86,570,-33.19,-5.82,15.1
0.08,0.17,0.15,406,64,406,-23.74,-5.85,15.8
0.065,0.13,0.1,487,76,487,-28.64,-5.88,15.6
0.09,0.11,0,413,65,413,-24.33,-5.89,15.7
0.09,0.11,0.05,413,65,413,-24.33,-5.89,15.7
0.09,0.11,0.1,413,65,413,-24.33,-5.89,15.7
0.055,0.12,0.1,546,85,546,-32.19,-5.9,15.6
0.065,0.12,0.2,477,72,477,-28.12,-5.9,15.1
0.075,0.17,0.2,416,65,416,-24.77,-5.95,15.6
0.06,0.11,0.2,511,76,511,-30.62,-5.99,14.9
0.01,0.12,0.15,623,91,623,-37.49,-6.02,14.6
0.015,0.12,0.15,623,91,623,-37.49,-6.02,14.6
0.02,0.12,0.15,623,91,623,-37.49,-6.02,14.6
0.035,0.14,0.1,579,91,579,-34.94,-6.03,15.7
0.09,0.12,0.2,406,62,406,-24.57,-6.05,15.3
0.065,0.13,0,488,76,488,-29.64,-6.07,15.6
0.065,0.13,0.05,488,76,488,-29.64,-6.07,15.6
0.04,0.12,0.15,583,87,583,-35.69,-6.12,14.9
0.095,0.14,0.15,385,60,385,-23.69,-6.15,15.6
0.085,0.13,0.2,411,63,411,-25.32,-6.16,15.3
0.055,0.11,0.2,534,80,534,-33.67,-6.31,15
0.09,0.11,0.15,410,63,410,-25.89,-6.31,15.4
0.07,0.12,0.15,472,71,472,-29.89,-6.33,15
0.09,0.03,0,415,65,415,-26.33,-6.34,15.7
0.09,0.03,0.05,415,65,415,-26.33,-6.34,15.7
0.09,0.03,0.1,415,65,415,-26.33,-6.34,15.7
0.09,0.04,0,415,65,415,-26.33,-6.34,15.7
0.09,0.04,0.05,415,65,415,-26.33,-6.34,15.7
0.09,0.04,0.1,415,65,415,-26.33,-6.34,15.7
0.09,0.05,0,415,65,415,-26.33,-6.34,15.7
0.09,0.05,0.05,415,65,415,-26.33,-6.34,15.7
0.09,0.05,0.1,415,65,415,-26.33,-6.34,15.7
0.09,0.06,0,415,65,415,-26.33,-6.34,15.7
0.09,0.06,0.05,415,65,415,-26.33,-6.34,15.7
0.09,0.06,0.1,415,65,415,-26.33,-6.34,15.7
0.09,0.07,0,415,65,415,-26.33,-6.34,15.7
0.09,0.07,0.05,415,65,415,-26.33,-6.34,15.7
0.09,0.07,0.1,415,65,415,-26.33,-6.34,15.7
0.09,0.08,0,415,65,415,-26.33,-6.34,15.7
0.09,0.08,0.05,415,65,415,-26.33,-6.34,15.7
0.09,0.08,0.1,415,65,415,-26.33,-6.34,15.7
0.09,0.09,0,415,65,415,-26.33,-6.34,15.7
0.09,0.09,0.05,415,65,415,-26.33,-6.34,15.7
0.09,0.09,0.1,415,65,415,-26.33,-6.34,15.7
0.09,0.1,0,415,65,415,-26.33,-6.34,15.7
0.09,0.1,0.05,415,65,415,-26.33,-6.34,15.7
0.09,0.1,0.1,415,65,415,-26.33,-6.34,15.7
0.035,0.12,0.15,596,88,596,-37.89,-6.36,14.8
0.085,0.12,0,422,67,422,-26.84,-6.36,15.9
0.085,0.12,0.05,422,67,422,-26.84,-6.36,15.9
0.085,0.12,0.1,422,67,422,-26.84,-6.36,15.9
0.08,0.14,0,431,68,431,-27.44,-6.37,15.8
0.08,0.14,0.05,431,68,431,-27.44,-6.37,15.8
0.08,0.14,0.1,431,68,431,-27.44,-6.37,15.8
0.085,0.13,0.15,415,64,415,-26.64,-6.42,15.4
0.075,0.17,0.15,421,66,421,-27.09,-6.43,15.7
0.05,0.11,0.15,574,86,574,-37.19,-6.48,15
0.01,0.1,0.2,632,90,632,-41.17,-6.51,14.2
0.015,0.1,0.2,632,90,632,-41.17,-6.51,14.2
0.02,0.1,0.2,632,90,632,-41.17,-6.51,14.2
0.075,0.13,0,456,71,456,-29.79,-6.53,15.6
0.075,0.13,0.05,456,71,456,-29.79,-6.53,15.6
0.075,0.13,0.1,456,71,456,-29.79,-6.53,15.6
0.01,0.14,0,664,110,664,-43.5,-6.55,16.6
0.045,0.12,0,591,92,591,-38.8,-6.57,15.6
0.045,0.12,0.05,591,92,591,-38.8,-6.57,15.6
0.095,0.14,0.2,384,59,384,-25.37,-6.61,15.4
0.08,0.14,0.2,422,64,422,-27.92,-6.62,15.2
0.045,0.11,0.2,568,84,568,-37.87,-6.67,14.8
0.09,0.11,0.2,409,62,409,-27.57,-6.74,15.2
0.075,0.13,0.2,447,67,447,-30.27,-6.77,15
